pattern,meaning,title,explanation,category,example_sentence,example_translation
～に応じ（て）,学校では、生徒の能力に応じて授業を分けています。(Trường chúng tôi tổ chức phân chia lớp học tương ứng với trình độ của học sinh.),N2,"「～に応じ（て）」là cấu trúc được sử dụng để diễn tả việc {{c1::đáp ứng}} hoặc {{c1::thích ứng}} với các yêu cầu, điều kiện hay tình huống. Cấu trúc này thường được dùng khi muốn nhấn mạnh sự {{c2::phản hồi tương ứng}} với điều kiện bên ngoài. Nó thường xuất hiện trong {{c3::văn phong trang trọng}} hoặc {{c3::văn bản chính thức}} như thông báo công ty, hướng dẫn dịch vụ.",jlpt_grammar,,
状況に応じる表現,Các cách diễn đạt thích ứng với tình huống,N2,,jlpt_grammar,,
～にこたえ(て),"Đáp lại sự cổ vũ của các khán giả trong hội trường, các cầu thủ đã vẫy tay.",N3,"""Cấu trúc ～にこたえ(て) được sử dụng để diễn tả việc thực hiện một hành động nào đó để đáp ứng lại yêu cầu, kỳ vọng, mong muốn hoặc tình cảm từ phía đối phương. Động từ こたえる (応える) mang ý nghĩa """"đáp ứng, đáp lại"""" khác với こたえる (答える) là """"trả lời"""".""",jlpt_grammar,,
default,"""#文法 #応答 #対応 #N3 #表現""",[sound:J2TEAM-TTS-1748159746748.mp3],,jlpt_grammar,,
～にこたえ(て),"市民の要望にこたえて、新しい公園が建設されました。(Đáp ứng nguyện vọng của người dân, công viên mới đã được xây dựng.)",N3,"""Cấu trúc """"～にこたえ(て)"""" được sử dụng để diễn tả việc {{c1::đáp ứng}} hoặc {{c1::đáp lại}} các yêu cầu, kỳ vọng, mong muốn hoặc tình cảm từ phía đối phương. Động từ こたえる (応える) mang ý nghĩa """"đáp ứng"""" khác với こたえる (答える) là """"trả lời"""". Cấu trúc này thường xuất hiện trong {{c2::tình huống tích cực}} khi một bên muốn {{c2::làm hài lòng}} hoặc {{c2::thỏa mãn}} yêu cầu của bên kia. Nó được sử dụng khi người hoặc tổ chức {{c3::có hành động cụ thể}} để {{c3::đáp lại}} một kỳ vọng hoặc tình cảm.""",jlpt_grammar,,
対応を表す表現,Các cấu trúc diễn tả sự đáp ứng hoặc phản ứng,N3,,jlpt_grammar,,
～だの…だの,"Trong phòng tôi truyện tranh với quần áo vứt lung tung, đến nỗi còn không có chỗ ngủ.",N3,"Cấu trúc ～だの…だの được sử dụng để liệt kê các ví dụ với hàm ý tiêu cực, chê bai hoặc phàn nàn. Nó thường xuất hiện khi người nói muốn bày tỏ sự khó chịu, bất mãn về một tình huống hoặc hành vi nào đó, đặc biệt là khi liệt kê các yếu tố gây phiền toái.",jlpt_grammar,,
default,"""#文法 #列挙 #批判 #N3 #表現""",[sound:J2TEAM-TTS-1748159709396.mp3],,jlpt_grammar,,
～だの…だの,"毎日遅刻だの欠席だのといった問題が続いている。(Những vấn đề như đi muộn, vắng mặt cứ tiếp diễn hàng ngày.)",N3,"""Cấu trúc """"～だの…だの"""" được sử dụng để {{c1::liệt kê các ví dụ}} với hàm ý {{c1::tiêu cực hoặc chê bai}}. Nó thường xuất hiện khi người nói muốn bày tỏ {{c2::sự khó chịu}} hoặc {{c2::phàn nàn}} về một tình huống, đặc biệt khi liệt kê các yếu tố gây phiền toái. Cấu trúc này còn được dùng để {{c3::trích dẫn lời nói}} hoặc {{c3::yêu cầu lặp đi lặp lại}} của người khác với thái độ không hài lòng.""",jlpt_grammar,,
列挙を表す表現（否定的）,Các cấu trúc diễn tả sự liệt kê mang sắc thái tiêu cực,N3,,jlpt_grammar,,
～のやら/ものやら,Vì không có phản ứng gì nên tôi không biết được Lee có hiểu bài giảng hay không.,N3,"""Cấu trúc ～のやら/ものやら được sử dụng để diễn tả sự không chắc chắn hoặc không biết rõ về điều gì đó. Nó mang ý nghĩa """"cái này hay cái kia"""", hàm ý người nói không biết được là cái nào đúng. Cấu trúc này thể hiện trạng thái hoang mang, lúng túng hoặc khó xác định về tình huống.""",jlpt_grammar,,
default,"""#文法 #不確か #疑問 #N3 #表現""",[sound:J2TEAM-TTS-1748159789760.mp3],,jlpt_grammar,,
～のやら/ものやら,"彼が本当に来るのやら来ないのやら、心配でたまらない。(Không biết anh ấy thực sự sẽ đến hay không, tôi lo lắng không chịu được.)",N3,"""Cấu trúc """"～のやら/ものやら"""" được sử dụng để diễn tả {{c1::sự không chắc chắn}} hoặc {{c1::không biết rõ}} về một tình huống nào đó. Nó thường mang {{c2::sắc thái cảm xúc}} như bối rối, hoang mang hoặc lo lắng của người nói. Khi dùng のやら, người nói thường {{c3::không thể xác định}} giữa hai hoặc nhiều khả năng. Trong khi đó, ものやら thường diễn tả {{c3::sự băn khoăn}} về một quyết định hay hành động nên làm.""",jlpt_grammar,,
不確かさを表す表現,Các cấu trúc diễn tả sự không chắc chắn,N3,,jlpt_grammar,,
〜やら～やら,"Khi nộp đơn nguyện vọng, nào là phải xuất trình chứng minh thư, nào là phải điền vào đơn, rất vất vả.",N3,"Cấu trúc 〜やら～やら dùng để liệt kê các ví dụ tiêu biểu mà người nói muốn đề cập đến, với hàm ý còn nhiều thứ khác nữa không được liệt kê hết. Cách dùng này thường kèm theo cảm xúc về sự phong phú, phức tạp hoặc quá nhiều thứ đến mức không thể liệt kê hết.",jlpt_grammar,,
default,"""#文法 #列挙 #例示 #N3 #表現""",[sound:J2TEAM-TTS-1748159645618.mp3],,jlpt_grammar,,
〜やら～やら,"引っ越しの準備で、荷物を片付けるやら新居の契約をするやらで忙しい。(Tôi đang bận rộn với việc chuẩn bị chuyển nhà, nào là dọn đồ đạc, nào là ký hợp đồng nhà mới.)",N3,"""Cấu trúc """"〜やら～やら"""" được sử dụng để {{c1::liệt kê các ví dụ tiêu biểu}} với hàm ý {{c1::còn nhiều thứ khác}} không được đề cập đến. Cách dùng này thường kèm theo {{c2::cảm xúc mạnh}} như bối rối, ngạc nhiên, hoặc cảm giác {{c2::quá tải}} khi đối mặt với nhiều thứ cùng lúc. Cấu trúc này thường xuất hiện trong {{c3::tình huống phức tạp}} hoặc khi người nói muốn {{c3::nhấn mạnh sự đa dạng}} của các yếu tố được liệt kê.""",jlpt_grammar,,
列挙を表す表現,Các cấu trúc diễn tả sự liệt kê,N3,,jlpt_grammar,,
〜につき,"Hôm nay là ngày nghỉ của cửa hàng, vì thế chúng tôi xin phép được đóng cửa.",N3,"""Cấu trúc 〜につき có hai ý nghĩa chính: (1) diễn tả lý do, thường dùng trong thông báo chính thức hoặc biển báo; (2) diễn tả tỷ lệ, mang ý nghĩa """"mỗi, cho mỗi"""" trong trường hợp nói về đơn giá, tỷ lệ hoặc phân phối.""",jlpt_grammar,,
default,"""#文法 #理由 #割合 #N3 #表現""",[sound:J2TEAM-TTS-1748159513436.mp3],,jlpt_grammar,,
〜につき,"機器の点検につき、一時的にサービスを停止します。(Do kiểm tra thiết bị, chúng tôi tạm ngừng dịch vụ.)",N3,"""Cấu trúc """"〜につき"""" có hai ý nghĩa chính. Thứ nhất, nó được sử dụng để diễn tả {{c1::lý do chính thức}} hoặc {{c1::căn cứ}} dẫn đến một thông báo hoặc kết quả. Ý nghĩa này thường xuất hiện trong {{c2::thông báo công cộng}}, {{c2::biển báo}} hoặc {{c2::văn bản hành chính}}. Thứ hai, nó dùng để diễn tả {{c3::tỷ lệ}} hoặc {{c3::đơn giá}}, tương đương với cách nói """"mỗi, cho mỗi"""" trong tiếng Việt, thường được sử dụng khi nói về giá cả, phí tổn hoặc quy định.""",jlpt_grammar,,
理由と割合を表す表現,Các cấu trúc diễn tả lý do và tỷ lệ,N3,,jlpt_grammar,,
〜一方(で),"Thầy giáo một mặt chỉ dạy học sinh nghiêm khắc, mặt khác lại hay trao đổi với học sinh.",N3,"""Cấu trúc 〜一方(で) được sử dụng để diễn tả hai khía cạnh tương phản hoặc hai hành động diễn ra đồng thời. """"Một mặt… mặt khác…"""". Nó thường dùng để chỉ ra hai mặt đối lập hoặc hai hành động song song của cùng một đối tượng hoặc hiện tượng.""",jlpt_grammar,,
default,"""#文法 #対比 #並列 #N3 #表現""",[sound:J2TEAM-TTS-1748159666560.mp3],,jlpt_grammar,,
〜一方(で),"彼は家事を手伝う一方で、仕事も頑張っている。(Anh ấy vừa giúp việc nhà, vừa cố gắng trong công việc.)",N3,"""Cấu trúc """"〜一方(で)"""" được sử dụng để diễn tả {{c1::hai khía cạnh đối lập}} hoặc {{c1::hai hành động song song}} của cùng một đối tượng hoặc hiện tượng. Nó tương đương với cách nói """"một mặt… mặt khác…"""" trong tiếng Việt. Cấu trúc này thường dùng để {{c2::so sánh tương phản}} hoặc {{c2::liệt kê các hành động đồng thời}} diễn ra. Trong nhiều trường hợp, 一方 có thể {{c3::đứng một mình như một liên từ}} ở đầu câu sau để chỉ ra sự đối lập với câu trước.""",jlpt_grammar,,
対比を表す表現,Các cấu trúc diễn tả sự tương phản,N3,,jlpt_grammar,,
〜がたい,Một người ngay thẳng như cô ta mà lại nói dối thì thật khó có thể tin được.,N3,"""Cấu trúc 〜がたい kết hợp với động từ ở dạng ます (bỏ ます) để diễn tả """"khó có thể/không thể nào thực hiện được hành động đó"""". Đây là cấu trúc mang tính văn chương, chủ yếu xuất hiện trong văn viết và các tác phẩm văn học, ít dùng trong giao tiếp hàng ngày.""",jlpt_grammar,,
default,"""#文法 #困難 #書き言葉 #N3 #表現""",[sound:J2TEAM-TTS-1748159474714.mp3],,jlpt_grammar,,
〜がたい,この問題は一般の人には理解がたい内容です。(Nội dung của vấn đề này khó có thể hiểu được đối với người bình thường.),N3,"""Cấu trúc """"〜がたい"""" được sử dụng để diễn tả {{c1::khó có thể thực hiện}} hoặc {{c1::không thể nào thực hiện được}} một hành động nào đó. Đây là cấu trúc {{c2::mang tính văn chương}} và {{c2::trang trọng}}, thường xuất hiện trong văn bản học thuật, văn học hoặc báo chí. Ngoài nghĩa khách quan về sự khó khăn, cấu trúc này còn thể hiện {{c3::sự khó chấp nhận}} về mặt cảm xúc hoặc {{c3::sự quý hiếm}} của cơ hội hay trải nghiệm.""",jlpt_grammar,,
困難さを表す表現,Các cấu trúc diễn tả sự khó khăn,N3,,jlpt_grammar,,
〜得る,Trong tình hình kinh tế khó khăn thế này thì việc các tập đoàn lớn sụp đổ cũng có thể xảy ra.,N3,"Cấu trúc 〜得る (〜うる) kết hợp với động từ ở dạng ます để diễn tả khả năng xảy ra của một sự việc hoặc khả năng thực hiện một hành động. Cấu trúc này thường được sử dụng trong văn viết chính thức và mang tính học thuật, ít xuất hiện trong giao tiếp hàng ngày.",jlpt_grammar,,
default,"""#文法 #可能 #書き言葉 #N3 #表現""",[sound:J2TEAM-TTS-1748159809853.mp3],,jlpt_grammar,,
〜得る,将来起こり得る問題について考えておく必要がある。(Cần phải suy nghĩ về những vấn đề có thể xảy ra trong tương lai.),N3,"""Cấu trúc """"〜得る"""" (〜うる) được sử dụng để diễn tả {{c1::khả năng xảy ra}} của một sự việc hoặc {{c1::khả năng thực hiện}} một hành động. Đây là cấu trúc {{c2::mang tính văn chương}} và {{c2::trang trọng}}, thường xuất hiện trong văn bản học thuật, pháp lý hay báo chí. Cấu trúc này {{c3::không được dùng}} để diễn tả {{c3::năng lực cá nhân}} như """"〜ことができる"""" mà chỉ diễn tả khả năng khách quan.""",jlpt_grammar,,
可能性を表す表現,Các cấu trúc diễn tả khả năng,N3,,jlpt_grammar,,
やむを得ない,Vì sốt đến 39 độ nên tôi buộc phải nghỉ học.,N3,"""やむを得ない diễn tả tình huống """"bất đắc dĩ, không còn cách nào khác"""" khi phải làm một việc gì đó dù không muốn. Đây là một biến thể đặc biệt của 〜得る, thường dùng để giải thích lý do cho những quyết định miễn cưỡng hoặc tình huống không thể tránh khỏi.""",jlpt_grammar,,
default,"""#文法 #必然 #N3 #表現 #書き言葉""",,,jlpt_grammar,,
〜に相違ない,Chỉ cần có bằng chứng thế này thôi thì cũng có thể cho rằng người đàn ông kia chắc chắn là thủ phạm.,N3,"""Cấu trúc này diễn tả sự tin chắc của người nói rằng """"chắc chắn là thế, khó mà sai được"""". Đây là cách diễn đạt mạnh mẽ hơn """"〜だろう"""" và thường được sử dụng trong văn viết hoặc phát biểu trang trọng. Nó thể hiện mức độ chắc chắn rất cao.""",jlpt_grammar,,
default,"""#文法 #確信 #書き言葉 #N3 #表現""",[sound:J2TEAM-TTS-1748159586584.mp3],,jlpt_grammar,,
〜に相違ない,彼は天才に相違ない。(Anh ấy chắc chắn là một thiên tài.),N3,"""Cấu trúc """"〜に相違ない"""" được sử dụng để diễn tả {{c1::sự tin chắc rất cao}} hoặc {{c1::niềm tin mạnh mẽ}} của người nói về một sự việc. Đây là cách diễn đạt {{c2::mang tính văn chương}} và {{c2::trang trọng}} hơn so với """"〜だろう"""" hoặc """"〜と思う"""". Nó thường xuất hiện trong {{c3::văn viết chính thức}} hoặc {{c3::phát biểu trang trọng}} và ít khi được sử dụng trong hội thoại hàng ngày.""",jlpt_grammar,,
確信を表す表現,Các cấu trúc diễn tả sự chắc chắn,N3,,jlpt_grammar,,
～げ,Con trai tôi đưa bài kiểm tra được 100 điểm với vẻ mặt đắc ý lắm.,N3,"""Cấu trúc ～げ được gắn vào tính từ (イ形容詞・ナ形容詞) để diễn tả dáng vẻ, thái độ hoặc trạng thái bên ngoài của ai đó. Nó mang ý nghĩa """"có vẻ như ~"""" hoặc """"trông như ~"""". Cách dùng này thường xuất hiện trong văn viết.""",jlpt_grammar,,
default,"""#文法 #様態 #表情 #N3 #形容詞""",[sound:J2TEAM-TTS-1748160237145.mp3],,jlpt_grammar,,
～げ,彼女は悲しげな表情で窓の外を見ていた。(Cô ấy nhìn ra ngoài cửa sổ với vẻ mặt buồn bã.),N3,Cấu trúc ～げ được sử dụng để diễn tả {{c1::dáng vẻ bên ngoài}} hoặc {{c1::biểu hiện}} của một người hoặc sự vật. Nó thường được dùng khi muốn miêu tả {{c2::trạng thái cảm xúc}} mà người ta có thể {{c2::quan sát được qua nét mặt hoặc hành động}}. Cấu trúc này thường xuất hiện trong {{c3::văn viết}} hoặc {{c3::văn chương}} nhiều hơn trong văn nói thông thường.,jlpt_grammar,,
～げ vs ～そうだ vs ～らしい,So sánh các cấu trúc biểu thị suy đoán và biểu hiện trong tiếng Nhật,N3,,jlpt_grammar,,
～げ,Anh ta ra vẻ như muốn nói điều gì đó.,N3,Cấu trúc ～げ không chỉ gắn với tính từ mà còn có thể kết hợp với dạng たい của động từ (bỏ い) để diễn tả dáng vẻ như thể ai đó muốn làm gì đó. Nó cũng có thể kết hợp với dạng phủ định như なさげ để diễn tả sự thiếu vắng của một cảm xúc hoặc trạng thái.,jlpt_grammar,,
default,"""#文法 #様態 #表情 #N3 #形容詞 #否定""",,,jlpt_grammar,,
～げ,彼女は喜びげのない表情で賞状を受け取った。(Cô ấy nhận giấy khen với vẻ mặt không có chút vui mừng nào.),N3,"Cấu trúc ～げ ngoài việc kết hợp với tính từ thông thường, còn có thể kết hợp với {{c1::dạng たい của động từ}} để diễn tả {{c1::vẻ như muốn làm gì đó}} hoặc với {{c2::dạng phủ định của tính từ}} để diễn tả {{c2::sự thiếu vắng của một cảm xúc}}. Một cách dùng đặc biệt khác là cấu trúc {{c3::～げのない}} để nhấn mạnh {{c3::sự không biểu hiện cảm xúc}} một cách tinh tế hơn.",jlpt_grammar,,
～きり,"Mẹ tôi ra khỏi nhà từ sáng, đến tối rồi mà vẫn không trở về.",N3,"Cấu trúc ～きり với ý nghĩa thứ nhất được gắn vào động từ thể た hoặc từ chỉ định (これ・それ・あれ) để diễn tả một sự việc xảy ra và đến đó là kết thúc, từ sau đó không còn diễn ra nữa hoặc không có diễn biến tiếp theo như mong đợi.",jlpt_grammar,,
default,"""#文法 #終了 #限定 #N3 #動詞""",[sound:J2TEAM-TTS-1748160136446.mp3],,jlpt_grammar,,
～きり,彼は10年前に出て行ったきり、二度と戻ってこなかった。(Anh ta đã rời đi từ 10 năm trước và không bao giờ quay lại nữa.),N3,Cấu trúc ～きり kết hợp với động từ thể た để diễn tả một hành động {{c1::xảy ra một lần và kết thúc}} mà {{c1::không có diễn biến tiếp theo}} như mong đợi. Nó thường được sử dụng khi muốn nhấn mạnh rằng một sự việc {{c2::đã dừng lại tại một điểm}} và {{c2::không tiếp tục}} sau đó. Cấu trúc này thường xuất hiện trong các tình huống {{c3::mô tả sự vắng mặt kéo dài}} hoặc {{c3::sự ngắt quãng không mong muốn}}.,jlpt_grammar,,
～きり,"Bố tôi đi công tác một mình, nên cuộc sống giờ chỉ còn hai mẹ con tôi.",N3,"""Cấu trúc ～きり với ý nghĩa thứ hai được gắn vào số từ để nhấn mạnh số lượng ít hoặc sự giới hạn về mặt số lượng. Nó diễn tả ý """"chỉ có… mà thôi"""" với hàm ý nhấn mạnh sự hạn chế.""",jlpt_grammar,,
default,"""#文法 #限定 #数量 #N3 #名詞""",,,jlpt_grammar,,
～きり,彼らは二人きりで長い旅をした。(Họ chỉ có hai người đi cuộc hành trình dài.),N3,Cấu trúc ～きり kết hợp với số từ để nhấn mạnh rằng {{c1::số lượng rất ít}} hoặc {{c1::chỉ có ngần ấy mà thôi}}. Nó thường được sử dụng khi muốn diễn tả rằng một số lượng nào đó {{c2::ít hơn mong đợi}} hoặc {{c2::không đủ}}. Cấu trúc này thường xuất hiện trong các tình huống {{c3::mô tả sự thiếu thốn}} hoặc {{c3::hoàn cảnh khó khăn}}.,jlpt_grammar,,
～きり,Hồi đó anh ta cứ ở lỳ trong phòng thôi.,N3,"Cấu trúc ～きり với ý nghĩa thứ ba (慣用的表現) được gắn vào động từ thể ます (bỏ ます) để diễn tả một trạng thái kéo dài liên tục, không thay đổi. Ý nghĩa này trái ngược với ý nghĩa thứ nhất, nhấn mạnh sự tiếp diễn mãi mãi của một trạng thái.",jlpt_grammar,,
default,"""#文法 #継続 #慣用表現 #N3 #動詞""",,,jlpt_grammar,,
～きり,彼女は子どもの看病で三日間付きっきりだった。(Cô ấy đã chăm sóc đứa trẻ liên tục trong ba ngày.),N3,Cấu trúc ～きり trong ngữ nghĩa thứ ba được sử dụng như một thành ngữ để diễn tả một trạng thái {{c1::kéo dài liên tục}} hoặc {{c1::không thay đổi}}. Nó thường được dùng khi muốn nhấn mạnh rằng một hành động hoặc trạng thái {{c2::tiếp diễn không ngừng}} và {{c2::không có sự gián đoạn}}. Cấu trúc này thường xuất hiện trong các tình huống {{c3::mô tả sự chăm sóc toàn tâm toàn ý}} hoặc {{c3::trạng thái không thể thay đổi}}.,jlpt_grammar,,
～きり vs ～だけ vs ～っぱなし,So sánh các cấu trúc diễn tả sự giới hạn và kéo dài trong tiếng Nhật,N3,,jlpt_grammar,,
～っこない,Nhớ được 100 chữ Hán trong ngày hôm nay là chuyện điên rồ. Làm sao mà làm được.,N3,Cấu trúc ～っこない được gắn vào động từ thể ます (bỏ ます) để nhấn mạnh rằng một hành động hoặc sự việc không thể nào xảy ra được. Nó mang ý nghĩa tương tự như ～はずがない nhưng thường chỉ dùng trong văn nói.,jlpt_grammar,,
default,"""#文法 #否定 #可能性 #話し言葉 #N3 #動詞""",[sound:J2TEAM-TTS-1748160279467.mp3],,jlpt_grammar,,
～っこない,彼がそんなことをするわけがない。できっこないよ。(Anh ta không có lý do gì để làm việc đó. Không thể nào làm được đâu.),N3,"Cấu trúc ～っこない được sử dụng để nhấn mạnh rằng một điều gì đó {{c1::không thể nào xảy ra}} hoặc {{c1::hoàn toàn không thể thực hiện được}}. Nó thường được dùng với {{c2::động từ thể khả năng}} để nhấn mạnh sự bất khả thi. Cấu trúc này {{c3::chỉ xuất hiện trong văn nói}} và mang tính {{c3::phủ định cảm tính mạnh mẽ}}, thường xuất phát từ sự chắc chắn chủ quan của người nói.",jlpt_grammar,,
～っこない vs ～はずがない vs ～わけがない,So sánh các cấu trúc phủ định mạnh trong tiếng Nhật,N3,,jlpt_grammar,,
～っこない,"Núi cao như vậy, tôi không thể nào leo được đâu.",N3,"Cấu trúc ～っこない được gắn vào động từ thể ます (bỏ ます) để nhấn mạnh sự bất khả thi một cách mạnh mẽ và dứt khoát. Nó mang tính chủ quan cao, thể hiện niềm tin chắc chắn của người nói rằng điều đó không thể xảy ra.",jlpt_grammar,,
default,"""#文法 #否定 #可能性 #話し言葉 #N3 #動詞 #強調""",,,jlpt_grammar,,
～っこない,あんな難しい試験に合格するのは無理だ。私には受かりっこない。(Đậu kỳ thi khó như vậy là điều không thể. Tôi không thể nào đậu được.),N3,"Cấu trúc ～っこない được sử dụng để {{c1::nhấn mạnh sự phủ định mạnh mẽ}} và {{c1::bày tỏ niềm tin chắc chắn}} rằng một điều gì đó không thể xảy ra. Nó thể hiện {{c2::sự bất khả thi tuyệt đối}} từ góc nhìn chủ quan của người nói. Cấu trúc này thường xuất hiện trong {{c3::văn nói hàng ngày}} và mang {{c3::sắc thái cảm xúc mạnh}}, thường là sự thất vọng, bất mãn hoặc phản đối.",jlpt_grammar,,
～っぱなし,"Cả tuần qua trời cứ mưa suốt, quần áo giặt mãi mà không khô được.",N3,Cấu trúc ～っぱなし gắn vào động từ thể ます (bỏ ます) để diễn tả một trạng thái hoặc hành động kéo dài liên tục. Ý nghĩa thứ nhất chỉ việc một trạng thái cứ tiếp diễn không ngừng nghỉ.,jlpt_grammar,,
default,"""#文法 #状態 #継続 #N3 #動詞""",[sound:J2TEAM-TTS-1748160313924.mp3],,jlpt_grammar,,
～っぱなし,朝から雨が降りっぱなしだ。(Từ sáng đến giờ trời cứ mưa suốt.),N3,Cấu trúc ～っぱなし kết hợp với động từ để diễn tả một trạng thái {{c1::kéo dài liên tục}} hoặc một hành động {{c1::tiếp diễn không ngừng nghỉ}}. Nó thường được dùng khi muốn nhấn mạnh rằng một hoạt động diễn ra {{c2::liên tục trong một khoảng thời gian dài}} mà không có dấu hiệu kết thúc. Cấu trúc này thường xuất hiện trong các tình huống {{c3::phàn nàn}} hoặc {{c3::miêu tả một trạng thái bất thường}}.,jlpt_grammar,,
～っぱなし,Cửa vẫn mở (không được đóng lại).,N3,Cấu trúc ～っぱなし với ý nghĩa thứ hai diễn tả việc để một thứ gì đó trong trạng thái không hoàn tất hoặc không được thu dọn/xử lý sau khi sử dụng. Thường mang nghĩa tiêu cực về sự thiếu trách nhiệm.,jlpt_grammar,,
default,"""#文法 #放置 #未完了 #N3 #動詞""",[sound:J2TEAM-TTS-1748160361758.mp3],,jlpt_grammar,,
～っぱなし,子供たちが部屋を散らかしっぱなしにしている。(Bọn trẻ cứ để phòng bừa bộn mãi.),N3,Cấu trúc ～っぱなし trong ngữ nghĩa thứ hai chỉ trạng thái một thứ gì đó bị {{c1::để nguyên}} hoặc {{c1::bỏ mặc}} sau khi sử dụng. Nó thường ám chỉ một việc gì đó {{c2::chưa được hoàn tất đúng cách}} hoặc {{c2::không được thu dọn}}. Cấu trúc này thường xuất hiện trong các tình huống {{c3::phê bình}} hoặc {{c3::nhắc nhở về sự cẩu thả}}.,jlpt_grammar,,
～っぱなし vs ～たまま vs ～続ける,So sánh các cấu trúc diễn tả trạng thái kéo dài trong tiếng Nhật,N3,,jlpt_grammar,,
～(ただ)～のみならず,Giáo sư Kimura không chỉ là một nhà nghiên cứu xuất sắc mà còn là một nhà giáo đáng kính.,N2,"""Cấu trúc này được sử dụng trong ngôn ngữ viết để diễn tả ý nghĩa """"không chỉ… mà còn…"""", nhấn mạnh việc bổ sung thêm thông tin tích cực hoặc tiêu cực. Hai vế trước sau phải có cùng mức độ đánh giá và thường mang tính trang trọng. Đây là cách nói mang màu sắc văn chương, ít dùng trong hội thoại thường ngày.""",jlpt_grammar,,
default,"""#書き言葉, #文語, #強調, #付加, #硬い表現, #接続表現, #N2文法""",[Để trống],,jlpt_grammar,,
～(ただ)～のみならず,彼は交通事故を起こし、自分の右足を失ったのみならず、相手にも大けがを負わせてしまった。 (Anh ta không những gây tai nạn mất chân phải mà còn làm đối phương bị thương nặng.),N2,"""Cấu trúc này được sử dụng để {{c1::bổ sung thêm thông tin}} với ý nghĩa """"không chỉ… mà còn…"""". Nó mang tính {{c2::trang trọng và văn chương}}, chủ yếu xuất hiện trong {{c2::ngôn ngữ viết}} như báo chí, học thuật. Hai vế trước sau phải có {{c3::cùng mức độ đánh giá}} (tích cực hoặc tiêu cực) và thường được sử dụng để {{c3::nhấn mạnh sự toàn diện}} của một hiện tượng hoặc đối tượng.""",jlpt_grammar,,
のみならず vs だけでなく vs ばかりでなく,"""Các cách diễn đạt """"không chỉ… mà còn…""""""",N2,,jlpt_grammar,,
のみ,Mỗi tỉnh chỉ có một trường được tham dự đại hội bóng chày toàn quốc.,N2,"のみ là cách nói trang trọng của だけ, được sử dụng trong văn viết và lời nói chính thức. Nó nhấn mạnh sự giới hạn hoặc tính duy nhất của một yếu tố nào đó. Cấu trúc này mang tính chất trang trọng và thường xuất hiện trong các văn bản chính thức, báo cáo hoặc bài phát biểu.",jlpt_grammar,,
default,"""#限定, #書き言葉, #正式, #文語, #強調, #N2, #助詞""",[Để trống],,jlpt_grammar,,
のみ,T大学合格には、ただ努力あるのみ！ (Đỗ được vào đại học T không phải chỉ có nỗ lực thôi đâu!),N2,"Cấu trúc のみ được sử dụng để {{c1::giới hạn}} hoặc {{c1::nhấn mạnh tính duy nhất}} của một yếu tố nào đó. Nó mang tính {{c2::trang trọng}} và {{c2::chính thức}} hơn so với だけ. Thường xuất hiện trong {{c3::văn viết}}, {{c3::báo cáo}} hoặc {{c3::bài phát biểu chính thức}}.",jlpt_grammar,,
のみ vs だけ vs ばかり (các cách biểu đạt giới hạn),"""Các cách biểu đạt giới hạn """"chỉ có""""""",N2,,jlpt_grammar,,
～にしろ／せよ／しても,"Dù rằng có một vài vấn đề về mặt tính cách đi nữa, nhưng không thể không thừa nhận tài năng xuất sắc của anh ấy.",N2,"""Cấu trúc """"～にしろ／せよ／しても"""" được sử dụng để diễn tả ý nghĩa """"dù giả sử có thừa nhận điều đó"""", theo sau thường là sự việc có ý nghĩa ngược lại hoặc bất ngờ. Đây là cách thể hiện sự nhượng bộ trong lập luận, thường xuất hiện trong văn viết trang trọng. Cấu trúc này mang tính chất đưa ra ý kiến, đánh giá hoặc phán đoán về một vấn đề nào đó.""",jlpt_grammar,,
default,"""#譲歩, #仮定, #逆接, #意見表明, #評価, #判断, #文法""",,,jlpt_grammar,,
～にしろ／せよ／しても,"性格的には問題があるにしても、彼の優秀さを認めないわけにはいかない。(Dù rằng có một vài vấn đề về mặt tính cách đi nữa, nhưng không thể không thừa nhận tài năng xuất sắc của anh ấy.)",N2,"""Cấu trúc """"～にしろ／せよ／しても"""" được sử dụng để {{c1::thừa nhận một phần sự thật}} trước khi đưa ra {{c1::quan điểm trái ngược}} hoặc bất ngờ. Nó mang tính {{c2::nhượng bộ trong lập luận}}, thể hiện thái độ {{c2::công nhận nhưng vẫn phản bác}}. Cấu trúc này thường xuất hiện trong {{c3::văn viết trang trọng}} và các tình huống {{c3::tranh luận}} hoặc {{c3::đánh giá}}.""",jlpt_grammar,,
譲歩を表す文法の比較,So sánh các cấu trúc biểu thị sự nhượng bộ,N2,,jlpt_grammar,,
～か（反語）,Chuyện đó sao nói đùa được.,N2,"""Cấu trúc ～か được sử dụng như một phản ngữ để nhấn mạnh ý nghĩa phủ định mạnh mẽ. Thay vì nói trực tiếp """"không thể"""", người nói sử dụng dạng câu hỏi để làm nổi bật sự bất khả thi hoặc không thể chấp nhận được của hành động đó. Đây là cách biểu đạt cảm xúc mạnh, thường mang tính phản bác hoặc khẳng định quyết liệt.""",jlpt_grammar,,
default,"""#反語, #疑問, #否定的, #強調, #感情表現, #文末""",,,jlpt_grammar,,
